"video_id","title","published_date","duration","views","likes","comments","episode_type","guest_name","genre","video_link"
0,"Creating a Collaborative Phone Policy for Kids","2024-06-10","00:00:59",31448,1482,28,"Short Clip","Dr. Jonathan Haidt","Mental Health & Addiction","https://youtu.be/G1VUSu6sGoU?si=q5h0K4Lqoa82VDTx"
1,"Dr. Jonathan Haidt: How Smartphones & Social Media Impact Mental Health & the Realistic Solutions","2024-06-10","02:26:56",147268,4797,492,"Guest Episode","Dr. Jonathan Haidt","Mental Health & Addiction","https://youtu.be/csubiPlvFWk"
2,"LIVE EVENT Q&A: Dr. Andrew Huberman at the Brisbane Convention & Exhibition Centre","2024-06-07","00:53:09",40530,1178,134,"Live Event Q&A","Dr. Andrew Huberman","Live Event","https://youtu.be/-e9ErUozQo4?si=FXJYHD_X3i___XYn"
3,"Dr. Mary Claire Haver: How to Navigate Menopause & Perimenopause for Maximum Health & Vitality","2024-06-03","02:18:19",132530,4770,638,"Guest Episode","Dr. Mary Claire Haver","Hormone Health","https://youtu.be/6P8hrzjnetU"
4,"Brief Post-Meal Walks & Blood Sugar Regulation","2024-06-01","00:00:44",329947,15568,165,"Short Clip","Dr. Casey Means","Metabolism & Immunity","https://youtube.com/shorts/XY0rBdaDXD8?si=JMiDhQ7vp9lzVPH5"
5,"What Should You Do if You Get a Concussion?","2024-05-27","00:01:00",103800,3182,95,"Short Clip","Dr. Gary Steinberg","Injury & Recovery","https://youtube.com/shorts/bUr_9fgfnto?si=gNSS6sgBwGncFhWF"
6,"Dr. Diego Bohórquez: The Science of Your Gut Sense & the Gut-Brain Axis","2024-05-27","02:42:13",217158,5018,420,"Guest Episode","Dr. Diego Bohórquez","Gut Health","https://youtu.be/SZSRgyl7pyQ"
7,"Dr. Gary Steinberg: How to Improve Brain Health & Offset Neurodegeneration","2024-05-20","01:55:04",176548,4442,434,"Guest Episode","Dr. Gary Steinberg","Neurobiology & Physiology | Injury & Recovery | Supplements | Mental Health & Addiction | Fitness & Recovery","https://youtu.be/nqNEtdHVUjM?si=RnW6XsTiNFma4ftT"
8,"LIVE EVENT Q&A: Dr. Andrew Huberman at the ICC Sydney Theatre","2024-05-17","00:51:19",50236,1309,113,"Live Event Q&A","Dr. Andrew Huberman","Live Event","https://youtu.be/yOoVz9E9kfQ?si=KFW6crMJZ4zx61UB"
9,"Dr. James Hollis: How to Find Your True Purpose & Create Your Best Life","2024-05-13","02:39:48",582581,16887,1169,"Guest Episode","Dr. James Hollis","Psychological Health & Self-Development | Mental Health & Addiction | Emotions & Relationships | NSDR, Meditation & Rest","https://youtu.be/SyWC8ZFVxGo"
10,"Dr. Matt Walker: The Science of Dreams, Nightmares & Lucid Dreaming | Huberman Lab Guest Series","2024-05-08","02:33:06",297664,5799,701,"Guest Series","Dr. Matt Walker","Sleep","https://youtu.be/Jy4rJcYmtUM"
11,"Dr. Casey Means: Transform Your Health by Improving Metabolism, Hormone & Blood Sugar Regulation","2024-05-06","02:56:27",410696,9164,918,"Guest Episode","Dr. Casey Means","Metabolism & Immunity","https://youtu.be/8qaBpM73NSk"
12,"Dr. Matt Walker: Improve Sleep to Boost Mood & Emotional Regulation | Huberman Lab Guest Series","2024-05-01","02:15:14",192474,4120,371,"Guest Series","Dr. Matt Walker","Sleep","https://youtu.be/S_SrHS8FvMM"
13,"AMA #17: Making Time for Fitness, Top Sleep Tools & Best Learning Strategies","2024-04-30","00:25:30",90166,2677,111,"AMA","Dr. Andrew Huberman","Fitness & Recovery | Focus, Productivity & Creativity | The Science of Well-being","https://youtu.be/jGZ1mR9uLU0"
14,"Protocols to Strengthen & Pain Proof Your Back","2024-04-29","02:08:04",257693,7169,667,"Solo Episode","Dr. Andrew Huberman","Injury & Recovery | Fitness & Recovery | Neurobiology & Physiology","https://youtu.be/PVmQOLYckKQ"
15,"Dr. Matt Walker: Using Sleep to Improve Learning, Creativity & Memory | Huberman Lab Guest Series","2024-04-24","02:28:28",173096,4145,340,"Guest Series","Dr. Matt Walker","Sleep","https://youtu.be/F9KrZd_-ge0"
16,"The Impact of E-Cigarette and Vape Chemicals and Flavors on the Lungs and Brain","2024-04-22","00:01:00",68620,2597,157,"Short Clip","Dr. Bonnie Halpern-Felsher","Alcohol, Tobacco & Cannabis | Mental Health & Addiction | Neurobiology & Physiology","https://youtube.com/shorts/C3X0bUAiluE?si=LOeVdxVVRYMBV9B5"
17,"The NASA Nap Culture: Boosting Alertness & Productivity with Short Naps","2024-04-22","00:00:59",196966,8061,221,"Short Clip","Dr. Matt Walker","Sleep","https://youtube.com/shorts/xX6hiEmDmxs?si=KtEFfYA3WFNDabBp"
18,"Dr. Bonnie Halpern-Felsher: Vaping, Alcohol Use & Other Risky Youth Behaviors","2024-04-22","02:31:25",100337,2301,337,"Guest Episode","Dr. Bonnie Halpern-Felsher","Mental Health & Addiction | Alcohol, Tobacco & Cannabis | Psychological Health & Self-Development | Emotions & Relationships","https://youtu.be/zlc4VrDx_qk"
19,"The Importance of High Standards in Mentoring","2024-04-21","00:00:53",53811,2161,37,"Short Clip","Dr. David Yeager","Neuroplasticity, Habits & Goals","https://youtube.com/shorts/tcueMCe-0zo?si=sELcaqaQIXG75zXr"
20,"LIVE EVENT Q&A: Dr. Andrew Huberman at the Sydney Opera House","2024-04-19","00:52:54",72209,1736,133,"Live Event Q&A","Dr. Andrew Huberman","Live Event","https://youtu.be/GA89kjVY6Ik?si=oz4ZdZ81di0-GxCT"
21,"Dr. Matt Walker: How to Structure Your Sleep, Use Naps & Time Caffeine | Huberman Lab Guest Series","2024-04-17","02:18:59",291084,6082,514,"Guest Series","Dr. Matt Walker","Sleep","https://youtu.be/4F_RBc1akC8"
22,"Dr. David Yeager: How to Master Growth Mindset to Improve Performance","2024-04-15","02:26:10",447763,6464,440,"Guest Episode","Dr. David Yeager","Neuroplasticity, Habits & Goals","https://youtu.be/etEJrznE-c0"
23,"A Simple Solution for Quickly Returning to Sleep at Night","2024-04-12","00:00:56",379132,12264,425,"Short Clip","Dr. Matt Walker","Sleep","https://youtube.com/shorts/Ky-ZJ9SS-x4?si=DJ8v-QzQ68Ri7S-Y"
24,"How to Get Rid of Hiccups","2024-04-11","00:00:57",83823,5536,134,"Short Clip","Dr. Andrew Huberman","Neurobiology & Physiology | The Science of Well-being","https://youtu.be/LJYoc8rW_Og?si=QqJI_KRrpd3vWWea"
25,"How Body Position & Temperature Impact Sleep Stages & Quality","2024-04-10","00:01:00",321713,10778,229,"Short Clip","Dr. Matt Walker","Sleep","https://youtu.be/FLxIoNguGRU?si=mEEGGYTXF3BRTQt3"
26,"Dr. Matt Walker: Protocols to Improve Your Sleep | Huberman Lab Guest Series","2024-04-10","02:42:55",400052,8405,809,"Guest Series","Dr. Matt Walker","Sleep","https://youtu.be/hvPGfcAgk9Y"
27,"Coleman Ruiz: Overcoming Physical & Emotional Challenges","2024-04-08","03:18:03",421600,4472,429,"Guest Episode","Coleman Ruiz","Fitness & Recovery | Mental Health & Addiction | The Science of Well-being | Emotions & Relationships | Psychological Health & Self-Development","https://youtu.be/acgz0C-z-gc"
28,"Dr. Matt Walker: The Biology of Sleep & Your Unique Sleep Needs | Huberman Lab Guest Series","2024-04-03","02:59:34",584364,13328,1608,"Guest Series","Dr. Matt Walker","Sleep","https://youtu.be/-OBCwiPPfEU"
29,"Benefits & Risks of Peptide Therapeutics for Physical & Mental Health","2024-04-01","01:26:42",208614,6110,934,"Solo Episode","Dr. Andrew Huberman","Supplements | Injury & Recovery | Aging & Longevity | Hormone Health | Metabolism & Immunity","https://youtu.be/zU5EYw06wtw"
30,"Asi Wind: What Magic & Mind Reading Reveal About the Brain","2024-03-25","02:51:38",278122,5741,1220,"Guest Episode","Asi Wind","Focus, Productivity & Creativity | Learning & Memory | Psychological Health & Self-Development | Emotions & Relationships","https://youtu.be/kpTJqwIfHcM"
31,"LIVE EVENT Q&A: Dr. Andrew Huberman Question & Answer in Melbourne, AU","2024-03-22","00:58:26",120723,2869,274,"Live Event Q&A","Dr. Andrew Huberman","Live Event","https://youtu.be/ttNxNbqNQK4?si=lal3MIAdoAp4kX47"
32,"Dr. E.J. Chichilnisky: How the Brain Works, Curing Blindness & How to Navigate a Career Path","2024-03-18","02:00:06",136630,2838,308,"Guest Episode","Dr. E.J. Chichilnisky","Neurobiology & Physiology","https://youtu.be/oL3SkPV1_Ik"
33,"Dr. Cal Newport: How to Enhance Focus and Improve Productivity","2024-03-11","02:56:59",683043,17877,965,"Guest Episode","Dr. Cal Newport","Focus, Productivity & Creativity","https://youtu.be/p4ZfkezDTXQ"
34,"How Placebo Effects Work to Change Our Biology & Psychology","2024-03-04","01:18:16",157674,4820,519,"Solo Episode","Dr. Andrew Huberman","Neurobiology & Physiology","https://youtu.be/gdUNjPijwA8"
35,"AMA #16: Sleep, Vertigo, TBI, OCD, Tips for Travelers, Gut-Brain Axis & More","2024-02-29","00:56:49",107380,3083,331,"AMA","Dr. Andrew Huberman","Sleep | Neurobiology & Physiology | Mental Health & Addiction | Nutrition | Gut Health | Light Exposure & Circadian Rhythm | Supplements","https://youtu.be/gE0_8AjTFaM"
36,"Dr. Becky Kennedy: Protocols for Excellent Parenting & Improving Relationships of All Kinds","2024-02-26","02:54:02",1041358,16437,1073,"Guest Episode","Dr. Becky Kennedy","Emotions & Relationships","https://youtu.be/XT_6Lvkhxvo"
37,"Dr. Mark D'Esposito: How to Optimize Cognitive Function & Brain Health","2024-02-19","02:32:38",351385,7629,684,"Guest Episode","Dr. Mark D'Esposito","Neurobiology & Physiology | Learning & Memory | Neuroplasticity, Habits & Goals","https://youtu.be/HYVeP4F0GNU"
38,"Oral Health Protocols","2024-02-13","00:00:49",1098331,47523,790,"Short Clip","Dr. Andrew Huberman","Oral Health","https://youtu.be/QpoaNklmRPc?si=ikZ4wAjRjswfxNeZ"
39,"How to Improve Oral Health & Its Critical Role in Brain & Body Health","2024-02-12","02:00:27",656455,18485,2377,"Solo Episode","Dr. Andrew Huberman","Oral Health","https://youtu.be/zVCaYyUWWSw"
40,"Dr. Kay Tye: The Biology of Social Interactions and Emotions","2024-02-05","02:31:06",397678,7349,744,"Guest Episode","Dr. Kay Tye","Emotions & Relationships","https://youtu.be/V0Sdgn0_kFM"
41,"AMA #15: Fluoride Benefits/Risks & Vagus Nerve Stimulation","2024-02-01","00:29:03",100289,2939,426,"AMA","Dr. Andrew Huberman","Oral Health","https://youtu.be/j2sMqSDLd4k"
42,"Tools to Enhance Working Memory & Attention","2024-01-29","01:31:12",464155,12827,870,"Solo Episode","Dr. Andrew Huberman","Learning & Memory","https://youtu.be/CQlTmOFM4Qs"
43,"Journal Club with Dr. Peter Attia | Effects of Light & Dark on Mental Health & Treatments for Cancer","2024-01-22","03:08:32",210652,4597,428,"Journal Club","Dr. Peter Attia","Light Exposure & Circadian Rhythm","https://youtu.be/TG8VM5-CTfw"
44,"Dr. Sean Mackey: Tools to Reduce & Manage Pain","2024-01-15","02:56:42",405429,5756,734,"Guest Episode","Dr. Sean Mackey","Neurobiology & Physiology","https://youtu.be/K9lORz2_XSU"
45,"David Goggins on Controlling the Multi-Voice Dialogue in Your Mind","2024-01-09","00:00:59",175678,12624,177,"Short Clip","David Goggins","ADHD, Drive & Motivation","https://youtu.be/CuzL1qxUyHw?si=6_89hS16eTgPF4VA"
46,"Cold & Flu: When Are You Most Contagious?","2024-01-08","00:01:00",410355,18876,364,"Short Clip","Dr. Andrew Huberman","Metabolism & Immunity | Neurobiology & Physiology","https://youtu.be/CVh3_8e5u8I?si=odZfPlhHQ7DLNxbG"
47,"How to Prevent & Treat Colds & Flu","2024-01-08","02:05:49",783841,18515,1768,"Solo Episode","Dr. Andrew Huberman","Metabolism & Immunity","https://youtu.be/AtChcxeaukQ"
48,"David Goggins: How to Build Immense Inner Strength","2024-01-01","02:37:35",10870356,229834,11689,"Guest Episode","David Goggins","ADHD, Drive & Motivation","https://youtu.be/nDLb8_wgX50"
49,"AMA #14: 2023 Philanthropy, Evening Routine, Light Therapy, Health Metrics & More","2023-12-31","01:05:11",110401,3122,323,"AMA","Dr. Andrew Huberman","Introduction | Neurobiology & Physiology | Light Exposure & Circadian Rhythm | Fitness & Recovery | The Science of Well-being | Sleep | Psychological Health & Self-Development","https://youtu.be/zbpb1wd-wvs"
50,"Rick Rubin: Protocols to Access Creative Energy and Process","2023-12-25","02:28:09",1643520,23412,1398,"Guest Episode","Rick Rubin","Focus, Productivity & Creativity","https://youtu.be/GpgqXCkRO-w"
51,"Dr. Robert Lustig: How Sugar & Processed Foods Impact Your Health","2023-12-18","03:29:21",2950967,46188,5238,"Guest Episode","Dr. Robert Lustig","Nutrition | Metabolism & Immunity | Gut Health","https://youtu.be/n28W4AmvMDE"
52,"LIVE EVENT Q&A: Dr. Andrew Huberman Question & Answer in Chicago, IL","2023-12-13","00:54:44",105661,2836,183,"Live Event Q&A","Dr. Andrew Huberman","Live Event","https://youtu.be/LRM5LutB538?si=OUCucrqH276fOb17"
53,"Dr. Karen Parker: The Causes & Treatments for Autism","2023-12-11","02:56:28",329991,7290,1904,"Guest Episode","Dr. Karen Parker","Neurobiology & Physiology | Neuroplasticity, Habits & Goals","https://youtu.be/ccrbE0QHy94"
54,"Robert Greene: A Process for Finding & Achieving Your Unique Purpose","2023-12-04","03:11:18",8996274,86975,3712,"Guest Episode","Robert Greene","Emotions & Relationships","https://youtu.be/50BZQRT1dAg"
55,"AMA #13: Winter Months & Sickness, Wim Hof Breathing & Stressors","2023-11-30","00:24:18",166454,4553,296,"AMA","Dr. Andrew Huberman","NSDR, Meditation & Rest","https://youtu.be/xTtM2AvCRyA"
56,"How to Stop Hiccups Using a Science-Supported Tool","2023-11-27","00:00:57",343268,22099,433,"Short Clip","Dr. Andrew Huberman","Neurobiology & Physiology | The Science of Well-being","https://youtu.be/wG3UFHR1o48?si=wK8ww9KxWRdIclDw"
57,"Dr. Adam Grant: How to Unlock Your Potential, Motivation & Unique Abilities","2023-11-27","03:12:22",3144037,23704,1166,"Guest Episode","Dr. Adam Grant","Focus, Productivity & Creativity | ADHD, Drive & Motivation | Emotions & Relationships","https://youtu.be/3gtvNYa3Nd8"
58,"A Science-Supported Journaling Protocol to Improve Mental & Physical Health","2023-11-20","01:38:22",522168,15813,1202,"Solo Episode","Dr. Andrew Huberman","The Science of Well-being","https://youtu.be/wAZn9dF3XTo"
59,"LIVE EVENT Q&A: Dr. Andrew Huberman Question & Answer in Toronto, ON","2023-11-15","00:39:08",139909,3217,200,"Live Event Q&A","Dr. Andrew Huberman","Live Event","https://youtu.be/eC9fiJBdMG0?si=wk0P6BX6u01WajRd"
60,"How Tone of Voice Shapes Emotional State of Listeners","2023-11-14","00:00:58",2678711,157923,2279,"Short Clip","Chris Voss","Emotions & Relationships","https://youtu.be/W5zqC5cYcS0?si=7mOF9xzl8gmrq1IO"
61,"Dr. Natalie Crawford: Female Hormone Health, Fertility & Vitality","2023-11-13","03:27:34",358287,7284,689,"Guest Episode","Dr. Natalie Crawford","Hormone Health | Fertility","https://youtu.be/EhlIkzJwPlk"
62,"Dr. Michael Eisenberg: Improving Male Sexual Health, Function & Fertility","2023-11-06","02:37:14",493019,10455,793,"Guest Episode","Dr. Michael Eisenberg","Fertility | Hormone Health","https://youtu.be/pkJi9Raxikg"
63,"AMA #12: Thoughts on Longevity Supplements (Resveratrol, NR, NMN, Etc.) & How to Improve Memory","2023-10-31","00:29:08",222733,4418,402,"AMA","Dr. Andrew Huberman","Aging & Longevity | Learning & Memory","https://youtu.be/qJ3uV7coZbA"
64,"Mental Health Toolkit: Tools to Bolster Your Mood & Mental Health","2023-10-30","02:04:12",464241,11536,712,"Solo Episode","Dr. Andrew Huberman","Mental Health & Addiction","https://youtu.be/CJIXbibQ0jI"
65,"Mark Zuckerberg & Dr. Priscilla Chan: Curing All Human Diseases & the Future of Health & Technology","2023-10-23","02:15:32",490927,12970,3692,"Guest Episode","Mark Zuckerberg & Dr. Priscilla Chan","Neurobiology & Physiology | The Science of Well-being | Technology & Health | Learning & Memory | Metabolism & Immunity | Focus, Productivity & Creativity","https://youtu.be/1Wo6SqLNmLk"
66,"Dr. Lisa Feldman Barrett: How to Understand Emotions | Huberman Lab Podcast","2023-10-16","02:39:04",1370434,17380,1747,"Guest Episode","Dr. Lisa Feldman Barrett","Emotions & Relationships","https://youtu.be/FeRgqJVALMQ"
67,"How to Increase Your Willpower & Tenacity | Huberman Lab Podcast","2023-10-09","02:07:59",681375,17072,1316,"Solo Episode","Dr. Andrew Huberman","Focus, Productivity & Creativity | Neuroplasticity, Habits & Goals | Mental Health & Addiction | Neurobiology & Physiology | Sleep","https://youtu.be/cwakOgHIT0E"
68,"Chris Voss: How to Succeed at Hard Conversations","2023-10-02","02:53:29",3041883,29052,1199,"Guest Episode","Chris Voss","Emotions & Relationships","https://youtu.be/q8CHXefn7B4"
69,"AMA #11: Improve Task Switching & Productivity and Reduce Brain Fog","2023-09-29","00:34:37",131540,3626,159,"AMA","Dr. Andrew Huberman","Focus, Productivity & Creativity","https://youtu.be/7Ey_vTTgJGc"
70,"Dr. Paul Conti: Tools and Protocols for Mental Health | Huberman Lab Guest Series","2023-09-27","02:41:13",349826,6688,579,"Guest Series","Dr. Paul Conti","Mental Health & Addiction | Emotions & Relationships","https://youtu.be/yOJvm_ri_hk"
71,"U.S. Surgeon General Dr. Vivek Murthy: Efforts & Challenges in Promoting Public Health","2023-09-25","02:33:49",86148,1922,806,"Guest Episode","U.S. Surgeon General Dr. Vivek Murthy","The Science of Well-being | Mental Health & Addiction | Nutrition","https://youtu.be/qNzl12g0Dd8"
72,"Dr. Paul Conti: How to Build and Maintain Healthy Relationships | Huberman Lab Guest Series","2023-09-20","03:04:38",561761,9843,620,"Guest Series","Dr. Paul Conti","Mental Health & Addiction | Emotions & Relationships","https://youtu.be/eMqWH3LYiII"
73,"How to Use Music to Boost Motivation, Mood & Improve Learning | Huberman Lab Podcast","2023-09-18","01:44:26",569735,17089,1287,"Solo Episode","Dr. Andrew Huberman","Learning & Memory | ADHD, Drive & Motivation | Mental Health & Addiction","https://youtu.be/gveDhZW-rUk"
74,"Dr. Paul Conti: How to Improve Your Mental Health | Huberman Lab Guest Series","2023-09-13","03:15:18",599190,9524,715,"Guest Series","Dr. Paul Conti","Mental Health & Addiction | Emotions & Relationships","https://youtu.be/qPKd99Pa2iU"
75,"Journal Club with Dr. Peter Attia | Metformin for Longevity & The Power of Belief Effects","2023-09-11","02:21:19",294335,6521,542,"Journal Club","Dr. Peter Attia","Aging & Longevity | The Science of Well-being","https://youtu.be/z8c6EyMNd0A"
76,"Dr. Paul Conti: How to Understand & Assess Your Mental Health | Huberman Lab Guest Series","2023-09-06","03:42:50",10617626,66573,3660,"Guest Series","Dr. Paul Conti","Mental Health & Addiction | Emotions & Relationships","https://youtu.be/tLRCS48Ens4"
77,"Marc Andreessen: How Risk Taking, Innovation & Artificial Intelligence Transform Human Experience","2023-09-04","02:57:02",485792,5133,527,"Guest Episode","Marc Andreessen","Focus, Productivity & Creativity","https://youtu.be/yixIc1Ai6jM"
